19.58.566.710 W srv          stop: cancel task, id_task = 11693
19.58.566.713 E srv    send_error: task id = 11692, error: Context size has been exceeded.
19.58.566.715 I slot      release: id  1 | task 11692 | stop processing: n_tokens = 1817, truncated = 0
19.58.566.723 W srv          stop: cancel task, id_task = 11692
19.58.566.758 I slot prompt_clear: id  1 | task -1 | clearing prompt with 1817 tokens
19.58.566.857 E srv    send_error: task id = 11691, error: Context size has been exceeded.
19.58.566.860 I slot      release: id  2 | task 11691 | stop processing: n_tokens = 2413, truncated = 0
19.58.566.905 I slot prompt_clear: id  2 | task -1 | clearing prompt with 2413 tokens
19.58.566.916 W srv          stop: cancel task, id_task = 11691
19.58.567.023 E srv    send_error: task id = 11690, error: Context size has been exceeded.
19.58.567.025 I slot      release: id  3 | task 11690 | stop processing: n_tokens = 1968, truncated = 0
19.58.567.030 W srv          stop: cancel task, id_task = 11690
19.58.567.072 I slot prompt_clear: id  3 | task -1 | clearing prompt with 1968 tokens
19.58.567.162 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1532833114530
19.58.567.162 I srv  get_availabl: updating prompt cache
19.58.567.164 I srv          load:  - looking for better prompt, base f_keep = -1.000, sim = 0.000
19.58.567.330 I srv        update:    - prompt 0x5b0ac1d2de90:    1523 tokens, checkpoints:  0,    54.863 MiB
19.58.567.330 I srv        update:    - prompt 0x5b0ac2471030:    1002 tokens, checkpoints:  0,    36.095 MiB
19.58.567.331 I srv        update:    - prompt 0x5b0ac06eeee0:     580 tokens, checkpoints:  0,    20.894 MiB
19.58.567.331 I srv        update:    - prompt 0x5b0abdaa3000:    2223 tokens, checkpoints:  0,    80.078 MiB
19.58.567.332 I srv        update:    - prompt 0x5b0ac06ae3f0:     631 tokens, checkpoints:  0,    22.731 MiB
19.58.567.332 I srv        update:    - prompt 0x5b0ac05617d0:     643 tokens, checkpoints:  0,    23.163 MiB
19.58.567.332 I srv        update:    - prompt 0x5b0ac1c9c5e0:     525 tokens, checkpoints:  0,    18.913 MiB
19.58.567.332 I srv        update:    - prompt 0x5b0ac0563f60:     538 tokens, checkpoints:  0,    19.381 MiB
19.58.567.333 I srv        update:    - prompt 0x5b0abf1cc890:     663 tokens, checkpoints:  0,    23.884 MiB
19.58.567.333 I srv        update:    - prompt 0x5b0ac1ddc800:     607 tokens, checkpoints:  0,    21.866 MiB
19.58.567.334 I srv        update:    - prompt 0x5b0ac1c03000:     659 tokens, checkpoints:  0,    23.740 MiB
19.58.567.334 I srv        update:    - prompt 0x5b0ac164fb10:    1006 tokens, checkpoints:  0,    36.239 MiB
19.58.567.334 I srv        update:    - prompt 0x5b0ac351ea90:     588 tokens, checkpoints:  0,    21.182 MiB
19.58.567.334 I srv        update:    - prompt 0x5b0abf31b5c0:    1833 tokens, checkpoints:  0,    66.030 MiB
19.58.567.335 I srv        update:    - prompt 0x5b0ac104c3f0:     614 tokens, checkpoints:  0,    22.119 MiB
19.58.567.335 I srv        update:    - prompt 0x5b0ac1051ae0:     778 tokens, checkpoints:  0,    28.026 MiB
19.58.567.335 I srv        update:    - prompt 0x5b0ac0706cf0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.336 I srv        update:    - prompt 0x5b0ac08c9350:     954 tokens, checkpoints:  0,    34.366 MiB
19.58.567.336 I srv        update:    - prompt 0x5b0ab66bdd40:    1304 tokens, checkpoints:  0,    46.974 MiB
19.58.567.336 I srv        update:    - prompt 0x5b0ac0ff87d0:     664 tokens, checkpoints:  0,    23.920 MiB
19.58.567.336 I srv        update:    - prompt 0x5b0ac04d46c0:     709 tokens, checkpoints:  0,    25.541 MiB
19.58.567.337 I srv        update:    - prompt 0x5b0ac04d5340:     599 tokens, checkpoints:  0,    21.578 MiB
19.58.567.337 I srv        update:    - prompt 0x5b0ac10ddab0:     682 tokens, checkpoints:  0,    24.568 MiB
19.58.567.338 I srv        update:    - prompt 0x5b0ac09a8040:    1317 tokens, checkpoints:  0,    47.442 MiB
19.58.567.338 I srv        update:    - prompt 0x5b0ac09a4be0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.338 I srv        update:    - prompt 0x5b0abff02350:    1272 tokens, checkpoints:  0,    45.821 MiB
19.58.567.338 I srv        update:    - prompt 0x5b0ac163c5b0:    1128 tokens, checkpoints:  0,    40.634 MiB
19.58.567.339 I srv        update:    - prompt 0x5b0abf367760:    1773 tokens, checkpoints:  0,    63.868 MiB
19.58.567.339 I srv        update:    - prompt 0x5b0abf284ea0:    1115 tokens, checkpoints:  0,    40.166 MiB
19.58.567.339 I srv        update:    - prompt 0x5b0ac08b92e0:    1461 tokens, checkpoints:  0,    52.629 MiB
19.58.567.339 I srv        update:    - prompt 0x5b0abc1a8570:    2214 tokens, checkpoints:  0,    79.754 MiB
19.58.567.340 I srv        update:    - prompt 0x5b0abfe5a810:    1501 tokens, checkpoints:  0,    54.070 MiB
19.58.567.340 I srv        update:    - prompt 0x5b0ac1d23d70:    1656 tokens, checkpoints:  0,    59.654 MiB
19.58.567.340 I srv        update:    - prompt 0x5b0ac0876080:    1661 tokens, checkpoints:  0,    59.834 MiB
19.58.567.341 I srv        update:    - prompt 0x5b0ac05ee5e0:    1166 tokens, checkpoints:  0,    42.003 MiB
19.58.567.341 I srv        update:    - prompt 0x5b0ab9b5b890:    1008 tokens, checkpoints:  0,    36.311 MiB
19.58.567.341 I srv        update:    - prompt 0x5b0ac0ff6160:    1856 tokens, checkpoints:  0,    66.858 MiB
19.58.567.341 I srv        update:    - prompt 0x5b0ac0a10450:    1164 tokens, checkpoints:  0,    41.931 MiB
19.58.567.342 I srv  get_availabl: prompt cache update took 0.01 ms
19.58.567.401 I slot launch_slot_: id  1 | task 12908 | processing task, is_child = 0
19.58.567.402 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 1532833114824
19.58.567.402 I srv  get_availabl: updating prompt cache
19.58.567.402 I srv          load:  - looking for better prompt, base f_keep = -1.000, sim = 0.000
19.58.567.404 I srv        update:  - cache state: 42 prompts, 1724.638 MiB (limits: 8192.000 MiB, 8192 tokens, 227410 est)
19.58.567.404 I srv        update:    - prompt 0x5b0abe264050:    3172 tokens, checkpoints:  0,   114.263 MiB
19.58.567.404 I srv        update:    - prompt 0x5b0abf27c210:     960 tokens, checkpoints:  0,    34.582 MiB
19.58.567.404 I srv        update:    - prompt 0x5b0abff02570:     968 tokens, checkpoints:  0,    34.870 MiB
19.58.567.405 I srv        update:    - prompt 0x5b0abf295010:    1363 tokens, checkpoints:  0,    49.099 MiB
19.58.567.405 I srv        update:    - prompt 0x5b0ac1d2de90:    1523 tokens, checkpoints:  0,    54.863 MiB
19.58.567.406 I srv        update:    - prompt 0x5b0ac2471030:    1002 tokens, checkpoints:  0,    36.095 MiB
19.58.567.406 I srv        update:    - prompt 0x5b0ac06eeee0:     580 tokens, checkpoints:  0,    20.894 MiB
19.58.567.406 I srv        update:    - prompt 0x5b0abdaa3000:    2223 tokens, checkpoints:  0,    80.078 MiB
19.58.567.406 I srv        update:    - prompt 0x5b0ac06ae3f0:     631 tokens, checkpoints:  0,    22.731 MiB
19.58.567.407 I srv        update:    - prompt 0x5b0ac05617d0:     643 tokens, checkpoints:  0,    23.163 MiB
19.58.567.407 I srv        update:    - prompt 0x5b0ac1c9c5e0:     525 tokens, checkpoints:  0,    18.913 MiB
19.58.567.407 I srv        update:    - prompt 0x5b0ac0563f60:     538 tokens, checkpoints:  0,    19.381 MiB
19.58.567.407 I srv        update:    - prompt 0x5b0abf1cc890:     663 tokens, checkpoints:  0,    23.884 MiB
19.58.567.408 I srv        update:    - prompt 0x5b0ac1ddc800:     607 tokens, checkpoints:  0,    21.866 MiB
19.58.567.408 I srv        update:    - prompt 0x5b0ac1c03000:     659 tokens, checkpoints:  0,    23.740 MiB
19.58.567.408 I srv        update:    - prompt 0x5b0ac164fb10:    1006 tokens, checkpoints:  0,    36.239 MiB
19.58.567.409 I srv        update:    - prompt 0x5b0ac351ea90:     588 tokens, checkpoints:  0,    21.182 MiB
19.58.567.410 I srv        update:    - prompt 0x5b0abf31b5c0:    1833 tokens, checkpoints:  0,    66.030 MiB
19.58.567.410 I srv        update:    - prompt 0x5b0ac104c3f0:     614 tokens, checkpoints:  0,    22.119 MiB
19.58.567.410 I srv        update:    - prompt 0x5b0ac1051ae0:     778 tokens, checkpoints:  0,    28.026 MiB
19.58.567.411 I srv        update:    - prompt 0x5b0ac0706cf0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.411 I srv        update:    - prompt 0x5b0ac08c9350:     954 tokens, checkpoints:  0,    34.366 MiB
19.58.567.411 I srv        update:    - prompt 0x5b0ab66bdd40:    1304 tokens, checkpoints:  0,    46.974 MiB
19.58.567.411 I srv        update:    - prompt 0x5b0ac0ff87d0:     664 tokens, checkpoints:  0,    23.920 MiB
19.58.567.412 I srv        update:    - prompt 0x5b0ac04d46c0:     709 tokens, checkpoints:  0,    25.541 MiB
19.58.567.412 I srv        update:    - prompt 0x5b0ac04d5340:     599 tokens, checkpoints:  0,    21.578 MiB
19.58.567.413 I srv        update:    - prompt 0x5b0ac10ddab0:     682 tokens, checkpoints:  0,    24.568 MiB
19.58.567.413 I srv        update:    - prompt 0x5b0ac09a8040:    1317 tokens, checkpoints:  0,    47.442 MiB
19.58.567.413 I srv        update:    - prompt 0x5b0ac09a4be0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.413 I srv        update:    - prompt 0x5b0abff02350:    1272 tokens, checkpoints:  0,    45.821 MiB
19.58.567.414 I srv        update:    - prompt 0x5b0ac163c5b0:    1128 tokens, checkpoints:  0,    40.634 MiB
19.58.567.414 I srv        update:    - prompt 0x5b0abf367760:    1773 tokens, checkpoints:  0,    63.868 MiB
19.58.567.414 I srv        update:    - prompt 0x5b0abf284ea0:    1115 tokens, checkpoints:  0,    40.166 MiB
19.58.567.414 I srv        update:    - prompt 0x5b0ac08b92e0:    1461 tokens, checkpoints:  0,    52.629 MiB
19.58.567.414 I srv        update:    - prompt 0x5b0abc1a8570:    2214 tokens, checkpoints:  0,    79.754 MiB
19.58.567.415 I srv        update:    - prompt 0x5b0abfe5a810:    1501 tokens, checkpoints:  0,    54.070 MiB
19.58.567.415 I srv        update:    - prompt 0x5b0ac1d23d70:    1656 tokens, checkpoints:  0,    59.654 MiB
19.58.567.416 I srv        update:    - prompt 0x5b0ac0876080:    1661 tokens, checkpoints:  0,    59.834 MiB
19.58.567.416 I srv        update:    - prompt 0x5b0ac05ee5e0:    1166 tokens, checkpoints:  0,    42.003 MiB
19.58.567.416 I srv        update:    - prompt 0x5b0ab9b5b890:    1008 tokens, checkpoints:  0,    36.311 MiB
19.58.567.417 I srv        update:    - prompt 0x5b0ac0ff6160:    1856 tokens, checkpoints:  0,    66.858 MiB
19.58.567.417 I srv        update:    - prompt 0x5b0ac0a10450:    1164 tokens, checkpoints:  0,    41.931 MiB
19.58.567.417 I srv  get_availabl: prompt cache update took 0.01 ms
19.58.567.473 I slot launch_slot_: id  2 | task 12907 | processing task, is_child = 0
19.58.567.474 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 1532833114989
19.58.567.474 I srv  get_availabl: updating prompt cache
19.58.567.475 I srv          load:  - looking for better prompt, base f_keep = -1.000, sim = 0.000
19.58.567.476 I srv        update:  - cache state: 42 prompts, 1724.638 MiB (limits: 8192.000 MiB, 8192 tokens, 227410 est)
19.58.567.476 I srv        update:    - prompt 0x5b0abe264050:    3172 tokens, checkpoints:  0,   114.263 MiB
19.58.567.476 I srv        update:    - prompt 0x5b0abf27c210:     960 tokens, checkpoints:  0,    34.582 MiB
19.58.567.477 I srv        update:    - prompt 0x5b0abff02570:     968 tokens, checkpoints:  0,    34.870 MiB
19.58.567.477 I srv        update:    - prompt 0x5b0abf295010:    1363 tokens, checkpoints:  0,    49.099 MiB
19.58.567.477 I srv        update:    - prompt 0x5b0ac1d2de90:    1523 tokens, checkpoints:  0,    54.863 MiB
19.58.567.477 I srv        update:    - prompt 0x5b0ac2471030:    1002 tokens, checkpoints:  0,    36.095 MiB
19.58.567.478 I srv        update:    - prompt 0x5b0ac06eeee0:     580 tokens, checkpoints:  0,    20.894 MiB
19.58.567.478 I srv        update:    - prompt 0x5b0abdaa3000:    2223 tokens, checkpoints:  0,    80.078 MiB
19.58.567.478 I srv        update:    - prompt 0x5b0ac06ae3f0:     631 tokens, checkpoints:  0,    22.731 MiB
19.58.567.479 I srv        update:    - prompt 0x5b0ac05617d0:     643 tokens, checkpoints:  0,    23.163 MiB
19.58.567.479 I srv        update:    - prompt 0x5b0ac1c9c5e0:     525 tokens, checkpoints:  0,    18.913 MiB
19.58.567.479 I srv        update:    - prompt 0x5b0ac0563f60:     538 tokens, checkpoints:  0,    19.381 MiB
19.58.567.479 I srv        update:    - prompt 0x5b0abf1cc890:     663 tokens, checkpoints:  0,    23.884 MiB
19.58.567.480 I srv        update:    - prompt 0x5b0ac1ddc800:     607 tokens, checkpoints:  0,    21.866 MiB
19.58.567.481 I srv        update:    - prompt 0x5b0ac1c03000:     659 tokens, checkpoints:  0,    23.740 MiB
19.58.567.481 I srv        update:    - prompt 0x5b0ac164fb10:    1006 tokens, checkpoints:  0,    36.239 MiB
19.58.567.481 I srv        update:    - prompt 0x5b0ac351ea90:     588 tokens, checkpoints:  0,    21.182 MiB
19.58.567.481 I srv        update:    - prompt 0x5b0abf31b5c0:    1833 tokens, checkpoints:  0,    66.030 MiB
19.58.567.482 I srv        update:    - prompt 0x5b0ac104c3f0:     614 tokens, checkpoints:  0,    22.119 MiB
19.58.567.482 I srv        update:    - prompt 0x5b0ac1051ae0:     778 tokens, checkpoints:  0,    28.026 MiB
19.58.567.483 I srv        update:    - prompt 0x5b0ac0706cf0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.483 I srv        update:    - prompt 0x5b0ac08c9350:     954 tokens, checkpoints:  0,    34.366 MiB
19.58.567.483 I srv        update:    - prompt 0x5b0ab66bdd40:    1304 tokens, checkpoints:  0,    46.974 MiB
19.58.567.483 I srv        update:    - prompt 0x5b0ac0ff87d0:     664 tokens, checkpoints:  0,    23.920 MiB
19.58.567.484 I srv        update:    - prompt 0x5b0ac04d46c0:     709 tokens, checkpoints:  0,    25.541 MiB
19.58.567.484 I srv        update:    - prompt 0x5b0ac04d5340:     599 tokens, checkpoints:  0,    21.578 MiB
19.58.567.485 I srv        update:    - prompt 0x5b0ac10ddab0:     682 tokens, checkpoints:  0,    24.568 MiB
19.58.567.485 I srv        update:    - prompt 0x5b0ac09a8040:    1317 tokens, checkpoints:  0,    47.442 MiB
19.58.567.485 I srv        update:    - prompt 0x5b0ac09a4be0:     898 tokens, checkpoints:  0,    32.349 MiB
19.58.567.485 I srv        update:    - prompt 0x5b0abff02350:    1272 tokens, checkpoints:  0,    45.821 MiB
19.58.567.486 I srv        update:    - prompt 0x5b0ac163c5b0:    1128 tokens, checkpoints:  0,    40.634 MiB
19.58.567.486 I srv        update:    - prompt 0x5b0abf367760:    1773 tokens, checkpoints:  0,    63.868 MiB
19.58.567.486 I srv        update:    - prompt 0x5b0abf284ea0:    1115 tokens, checkpoints:  0,    40.166 MiB
19.58.567.486 I srv        update:    - prompt 0x5b0ac08b92e0:    1461 tokens, checkpoints:  0,    52.629 MiB
19.58.567.487 I srv        update:    - prompt 0x5b0abc1a8570:    2214 tokens, checkpoints:  0,    79.754 MiB
19.58.567.487 I srv        update:    - prompt 0x5b0abfe5a810:    1501 tokens, checkpoints:  0,    54.070 MiB
19.58.567.487 I srv        update:    - prompt 0x5b0ac1d23d70:    1656 tokens, checkpoints:  0,    59.654 MiB
19.58.567.488 I srv        update:    - prompt 0x5b0ac0876080:    1661 tokens, checkpoints:  0,    59.834 MiB
19.58.567.488 I srv        update:    - prompt 0x5b0ac05ee5e0:    1166 tokens, checkpoints:  0,    42.003 MiB
19.58.567.488 I srv        update:    - prompt 0x5b0ab9b5b890:    1008 tokens, checkpoints:  0,    36.311 MiB
19.58.567.489 I srv        update:    - prompt 0x5b0ac0ff6160:    1856 tokens, checkpoints:  0,    66.858 MiB
19.58.567.489 I srv        update:    - prompt 0x5b0ac0a10450:    1164 tokens, checkpoints:  0,    41.931 MiB
19.58.567.490 I srv  get_availabl: prompt cache update took 0.01 ms
19.58.567.537 I slot launch_slot_: id  3 | task 12906 | processing task, is_child = 0
19.59.346.220 I srv  params_from_: Chat format: peg-native
19.59.389.904 I srv  params_from_: Chat format: peg-native
19.59.473.460 I srv  params_from_: Chat format: peg-native
19.59.557.473 I srv  params_from_: Chat format: peg-native
20.10.141.631 I slot print_timing: id  0 | task 12909 | n_decoded =    100, tg =   9.49 t/s
20.10.221.097 I slot print_timing: id  1 | task 12908 | n_decoded =    100, tg =  10.46 t/s
20.10.300.400 I slot print_timing: id  2 | task 12907 | n_decoded =    100, tg =  11.65 t/s
20.10.379.837 I slot print_timing: id  3 | task 12906 | n_decoded =    100, tg =  12.23 t/s
20.13.189.229 I slot print_timing: id  0 | task 12909 | n_decoded =    136, tg =  10.01 t/s
20.13.272.631 I slot print_timing: id  1 | task 12908 | n_decoded =    136, tg =  10.78 t/s
20.13.356.768 I slot print_timing: id  2 | task 12907 | n_decoded =    136, tg =  11.69 t/s
20.13.443.341 I slot print_timing: id  3 | task 12906 | n_decoded =    136, tg =  12.10 t/s
20.16.194.353 I slot print_timing: id  0 | task 12909 | n_decoded =    170, tg =  10.25 t/s
20.16.285.361 I slot print_timing: id  1 | task 12908 | n_decoded =    170, tg =  10.88 t/s
20.16.381.333 I slot print_timing: id  2 | task 12907 | n_decoded =    170, tg =  11.59 t/s
20.16.482.901 I slot print_timing: id  3 | task 12906 | n_decoded =    170, tg =  11.91 t/s
20.19.204.633 I slot print_timing: id  0 | task 12909 | n_decoded =    204, tg =  10.41 t/s
20.19.290.224 I slot print_timing: id  1 | task 12908 | n_decoded =    204, tg =  10.95 t/s
20.19.462.140 I slot print_timing: id  2 | task 12907 | n_decoded =    205, tg =  11.55 t/s
20.19.548.826 I slot print_timing: id  3 | task 12906 | n_decoded =    205, tg =  11.82 t/s
20.22.243.115 I slot print_timing: id  0 | task 12909 | n_decoded =    239, tg =  10.56 t/s
20.22.329.966 I slot print_timing: id  1 | task 12908 | n_decoded =    239, tg =  11.03 t/s
20.22.504.028 I slot print_timing: id  2 | task 12907 | n_decoded =    240, tg =  11.55 t/s
20.22.591.392 I slot print_timing: id  3 | task 12906 | n_decoded =    240, tg =  11.77 t/s
20.25.273.983 I slot print_timing: id  0 | task 12909 | n_decoded =    271, tg =  10.56 t/s
20.25.367.285 I slot print_timing: id  1 | task 12908 | n_decoded =    271, tg =  10.97 t/s
20.25.545.047 I slot print_timing: id  2 | task 12907 | n_decoded =    272, tg =  11.42 t/s
20.25.633.935 I slot print_timing: id  3 | task 12906 | n_decoded =    272, tg =  11.61 t/s
20.28.303.046 I slot print_timing: id  0 | task 12909 | n_decoded =    304, tg =  10.59 t/s
20.28.394.598 I slot print_timing: id  1 | task 12908 | n_decoded =    304, tg =  10.96 t/s
20.28.575.680 I slot print_timing: id  2 | task 12907 | n_decoded =    305, tg =  11.36 t/s
20.28.665.530 I slot print_timing: id  3 | task 12906 | n_decoded =    305, tg =  11.53 t/s
20.31.337.561 I slot print_timing: id  0 | task 12909 | n_decoded =    337, tg =  10.62 t/s
20.31.457.614 I slot print_timing: id  1 | task 12908 | n_decoded =    337, tg =  10.94 t/s
20.31.580.819 I slot print_timing: id  2 | task 12907 | n_decoded =    337, tg =  11.29 t/s
20.31.679.227 I slot print_timing: id  3 | task 12906 | n_decoded =    337, tg =  11.43 t/s
20.34.432.610 I slot print_timing: id  0 | task 12909 | n_decoded =    369, tg =  10.60 t/s
20.34.520.836 I slot print_timing: id  1 | task 12908 | n_decoded =    369, tg =  10.90 t/s
20.34.609.731 I slot print_timing: id  2 | task 12907 | n_decoded =    369, tg =  11.22 t/s
20.34.706.155 I slot print_timing: id  3 | task 12906 | n_decoded =    369, tg =  11.35 t/s
20.37.521.563 I slot print_timing: id  0 | task 12909 | n_decoded =    402, tg =  10.60 t/s
20.37.521.781 I slot print_timing: id  1 | task 12908 | n_decoded =    401, tg =  10.88 t/s
20.37.615.740 I slot print_timing: id  2 | task 12907 | n_decoded =    401, tg =  11.17 t/s
20.37.708.676 I slot print_timing: id  3 | task 12906 | n_decoded =    401, tg =  11.29 t/s
20.40.563.345 I slot print_timing: id  0 | task 12909 | n_decoded =    434, tg =  10.60 t/s
20.40.563.585 I slot print_timing: id  1 | task 12908 | n_decoded =    433, tg =  10.85 t/s
20.40.658.508 I slot print_timing: id  2 | task 12907 | n_decoded =    433, tg =  11.12 t/s
